ENSG	ENTREZID	GENETYPE	SYMBOL	GENENAME	log2FoldChange	V	classification	specific.factor
24	ENSG00000002919	29916	protein-coding	SNX11	sorting nexin 11	-0.214865653925229	0.103071876540762	basal	NA
25	ENSG00000003056	4074	protein-coding	M6PR	mannose-6-phosphate receptor, cation dependent	0.0619976522792073	0.0119142755391858	basal	NA
26	ENSG00000003096	90293	protein-coding	KLHL13	kelch like family member 13	-0.0572256430631316	0.0167045995073462	basal	NA
27	ENSG00000003393	57679	protein-coding	ALS2	alsin Rho guanine nucleotide exchange factor ALS2	0.0233111984962775	0.0155122689372348	basal	NA
28	ENSG00000003400	843	protein-coding	CASP10	caspase 10	-0.235767278412482	0.0447484079850222	basal	NA
29	ENSG00000003402	8837	protein-coding	CFLAR	CASP8 and FADD like apoptosis regulator	-0.00711235005346038	0.000856657900312869	basal	NA
30	ENSG00000003436	7035	protein-coding	TFPI	tissue factor pathway inhibitor	-0.163588863757002	0.0474050148702641	basal	NA
31	ENSG00000003509	55471	protein-coding	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7	0.0157941792303026	0.00305092078168217	basal	NA
32	ENSG00000003756	10181	protein-coding	RBM5	RNA binding motif protein 5	0.0293250409237912	0.0154821667060573	basal	NA
33	ENSG00000004059	381	protein-coding	ARF5	ADP ribosylation factor 5	-0.0161103246879987	0.0334732391193453	basal	NA
34	ENSG00000004139	23098	protein-coding	SARM1	sterile alpha and TIR motif containing 1	-0.137206038539106	0.0385962318071543	basal	NA
35	ENSG00000004142	26073	protein-coding	POLDIP2	DNA polymerase delta interacting protein 2	0.226450654996743	0.0898308815873739	basal	NA
36	ENSG00000004399	23129	protein-coding	PLXND1	plexin D1	0.0780943737658643	0.0207088193291336	basal	NA
37	ENSG00000004455	204	protein-coding	AK2	adenylate kinase 2	0.0131778224336952	0.00697359519895421	basal	NA
38	ENSG00000004478	2288	protein-coding	FKBP4	FKBP prolyl isomerase 4	-0.349752856674302	0.0599120363299654	basal	NA
39	ENSG00000004487	23028	protein-coding	KDM1A	lysine demethylase 1A	0.00878081179948418	0.0106399980817545	basal	NA
40	ENSG00000004534	10180	protein-coding	RBM6	RNA binding motif protein 6	0.00147976982167514	0.00482279619720852	basal	NA
41	ENSG00000004660	84254	protein-coding	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1	-0.0378041570620765	0.00330720202270003	basal	NA
42	ENSG00000004700	5965	protein-coding	RECQL	RecQ like helicase	-0.0360199409257263	0.0252825895825921	basal	NA
43	ENSG00000004766	55610	protein-coding	VPS50	VPS50 subunit of EARP/GARPII complex	-0.0184746980118183	0.0204540954194415	basal	NA
44	ENSG00000004776	126393	protein-coding	HSPB6	heat shock protein family B (small) member 6	-0.256682060504276	0.189255308256599	basal	NA
45	ENSG00000004779	4706	protein-coding	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	0.00423791144335439	0.0189174027300246	basal	NA
46	ENSG00000004799	5166	protein-coding	PDK4	pyruvate dehydrogenase kinase 4	0.453463249127701	0.352065153664811	basal	NA
47	ENSG00000004864	10165	protein-coding	SLC25A13	solute carrier family 25 member 13	0.157612824904352	0.0376136887911835	basal	NA
48	ENSG00000004866	93655	ncRNA	ST7-OT3	ST7 overlapping transcript 3	0.0338286055019766	0.00800455944404084	basal	NA
49	ENSG00000004897	996	protein-coding	CDC27	cell division cycle 27	-0.0382136320365925	0.00905528181024575	basal	NA
50	ENSG00000004961	3052	protein-coding	HCCS	holocytochrome c synthase	0.0358741960664219	0.00817422047390208	basal	NA
51	ENSG00000004975	1856	protein-coding	DVL2	dishevelled segment polarity protein 2	0.0837764236201762	0.0288465213411863	basal	NA
52	ENSG00000005007	5976	protein-coding	UPF1	UPF1 RNA helicase and ATPase	0.0101257399454555	0.0439264187504424	basal	NA
53	ENSG00000005020	8935	protein-coding	SKAP2	src kinase associated phosphoprotein 2	-0.193109622203508	0.0653922452713607	basal	NA
54	ENSG00000005022	292	protein-coding	SLC25A5	solute carrier family 25 member 5	0.0556371268000948	0.0199516851247019	basal	NA
55	ENSG00000005059	55013	protein-coding	MCUB	mitochondrial calcium uniporter dominant negative subunit beta	0.0024730243268994	0.00883022277738062	basal	NA
56	ENSG00000005075	5439	protein-coding	POLR2J	RNA polymerase II subunit J	-0.0591540460287175	0.0147646940235983	basal	NA
57	ENSG00000005100	56919	protein-coding	DHX33	DEAH-box helicase 33	0.0459221356431584	0.0156403215529412	basal	NA
58	ENSG00000005156	3980	protein-coding	LIG3	DNA ligase 3	0.0551927360462567	0.0329302339818132	basal	NA
59	ENSG00000005175	79657	protein-coding	RPAP3	RNA polymerase II associated protein 3	-0.0699980847183507	0.00800125019538648	basal	NA
60	ENSG00000005189	81691	protein-coding	REXO5	RNA exonuclease 5	-0.021940236496656	0.00323713617528595	basal	NA
61	ENSG00000005194	57019	protein-coding	CIAPIN1	cytokine induced apoptosis inhibitor 1	0.10965712122187	0.0217592354731716	basal	NA
62	ENSG00000005206	56928	protein-coding	SPPL2B	signal peptide peptidase like 2B	0.0764044097567303	0.0129193829570138	basal	NA
63	ENSG00000005238	80256	protein-coding	ATOSB	atos homolog B	-0.0849473121143774	0.0495149254422082	basal	NA
64	ENSG00000005243	51226	protein-coding	COPZ2	COPI coat complex subunit zeta 2	-0.0788334622942954	0.0163486248628314	basal	NA
65	ENSG00000005302	10943	protein-coding	MSL3	MSL complex subunit 3	-0.0194994799219177	0.0424327297947873	basal	NA
66	ENSG00000005339	1387	protein-coding	CREBBP	CREB binding protein	-0.0639605810779067	0.0115134094285456	basal	NA
67	ENSG00000005436	6936	protein-coding	GCFC2	GC-rich sequence DNA-binding factor 2	-0.0367179865149027	0.0277618246464552	basal	NA
68	ENSG00000005448	84058	protein-coding	WDR54	WD repeat domain 54	0.0130184894592623	0.0331599266125166	basal	NA
69	ENSG00000005469	54677	protein-coding	CROT	carnitine O-octanoyltransferase	-0.0555037393509098	0.0113850564876075	basal	NA
70	ENSG00000005483	55904	protein-coding	KMT2E	lysine methyltransferase 2E (inactive)	0.0196607134990701	0.00742384538070432	basal	NA
71	ENSG00000005486	57414	protein-coding	RHBDD2	rhomboid domain containing 2	0.0148477320914684	0.00157867294564384	basal	NA
72	ENSG00000005700	25998	protein-coding	IBTK	inhibitor of Bruton tyrosine kinase	-0.241993740816749	0.0530625330782952	basal	NA
73	ENSG00000005801	7748	protein-coding	ZNF195	zinc finger protein 195	0.0680081592687502	0.0071171718193355	basal	NA
74	ENSG00000005810	23077	protein-coding	MYCBP2	MYC binding protein 2	-0.178468386605244	0.242450484434148	basal	NA
75	ENSG00000005812	26224	protein-coding	FBXL3	F-box and leucine rich repeat protein 3	-0.0211796895744958	0.0167239026978683	basal	NA
76	ENSG00000005882	5164	protein-coding	PDK2	pyruvate dehydrogenase kinase 2	-0.0624644113591929	0.00980256040088362	basal	NA
77	ENSG00000005884	3675	protein-coding	ITGA3	integrin subunit alpha 3	0.382325578745591	0.125626659907208	basal	NA
78	ENSG00000005889	7543	protein-coding	ZFX	zinc finger protein X-linked	0.167201362911883	0.0276335467324486	basal	NA
79	ENSG00000005893	3920	protein-coding	LAMP2	lysosomal associated membrane protein 2	-0.0805023611890245	0.0105127732205317	basal	NA
80	ENSG00000006007	51573	protein-coding	GDE1	glycerophosphodiester phosphodiesterase 1	-0.069637937368482	0.0131913230930276	basal	NA
81	ENSG00000006015	55049	protein-coding	REX1BD	required for excision 1-B domain containing	-0.0240771934186031	0.0909778165273475	basal	NA
82	ENSG00000006025	114881	protein-coding	OSBPL7	oxysterol binding protein like 7	-0.158995753122357	0.081537847365882	basal	NA
83	ENSG00000006042	26022	protein-coding	TMEM98	transmembrane protein 98	-0.119295585018369	0.0550193325852691	basal	NA
84	ENSG00000006062	9020	protein-coding	MAP3K14	mitogen-activated protein kinase kinase kinase 14	0.284884182497643	0.0562499329347036	basal	NA
85	ENSG00000006118	54972	protein-coding	TMEM132A	transmembrane protein 132A	-0.589133502496532	0.292005017687389	basal	NA
86	ENSG00000006125	163	protein-coding	AP2B1	adaptor related protein complex 2 subunit beta 1	-0.071957603208564	0.0379161991201078	basal	NA
87	ENSG00000006194	10127	protein-coding	ZNF263	zinc finger protein 263	0.0517085562261029	0.0193166188341036	basal	NA
88	ENSG00000006282	64847	protein-coding	SPATA20	spermatogenesis associated 20	-0.0729459311723323	0.0198570906280111	basal	NA
89	ENSG00000006327	51330	protein-coding	TNFRSF12A	TNF receptor superfamily member 12A	0.257583234028049	0.133467877210626	basal	NA
90	ENSG00000006377	1750	protein-coding	DLX6	distal-less homeobox 6	0.244944579402335	0.117416748933254	basal	NA
91	ENSG00000006451	5898	protein-coding	RALA	RAS like proto-oncogene A	-0.0115909584874707	0.0134248018792158	basal	NA
92	ENSG00000006453	55971	protein-coding	BAIAP2L1	BAR/IMD domain containing adaptor protein 2 like 1	0.115619324840798	0.0396928662199881	basal	NA
93	ENSG00000006468	2115	protein-coding	ETV1	ETS variant transcription factor 1	-0.0175236974574136	0.0109579124693809	basal	NA
94	ENSG00000006530	55750	protein-coding	AGK	acylglycerol kinase	-0.028119781069744	0.00468445604294857	basal	NA
95	ENSG00000006534	221	protein-coding	ALDH3B1	aldehyde dehydrogenase 3 family member B1	-0.242567630157897	0.0353082693370965	basal	NA
96	ENSG00000006576	57157	protein-coding	PHTF2	putative homeodomain transcription factor 2	0.0292754712421735	0.00306304467540245	basal	NA
97	ENSG00000006607	9855	protein-coding	FARP2	FERM, ARH/RhoGEF and pleckstrin domain protein 2	-0.0157317482658456	0.0148554458833021	basal	NA
98	ENSG00000006625	79017	protein-coding	GGCT	gamma-glutamylcyclotransferase	-0.288992646825154	0.135183674892925	basal	NA
99	ENSG00000006634	10926	protein-coding	DBF4	DBF4 zinc finger	0.179020808925059	0.023979051839953	basal	NA
100	ENSG00000006638	6915	protein-coding	TBXA2R	thromboxane A2 receptor	-0.0485772280243882	0.0115593905167459	basal	NA
101	ENSG00000006652	3475	protein-coding	IFRD1	interferon related developmental regulator 1	0.00489701288529727	0.0149462398367096	basal	NA
102	ENSG00000006695	1352	protein-coding	COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10	0.19301106062421	0.0148875896723023	basal	NA
103	ENSG00000006704	9569	protein-coding	GTF2IRD1	GTF2I repeat domain containing 1	-0.0655454952066892	0.0196831061028001	basal	NA
104	ENSG00000006712	54623	protein-coding	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component	0.00175854602787916	0.00703466749113555	basal	NA
105	ENSG00000006715	27072	protein-coding	VPS41	VPS41 subunit of HOPS complex	-0.0794372320065281	0.0269184279102952	basal	NA
106	ENSG00000006744	60528	protein-coding	ELAC2	elaC ribonuclease Z 2	0.0163883277995737	0.00291396150257512	basal	NA
107	ENSG00000006747	85477	protein-coding	SCIN	scinderin	-0.140234485079265	0.10726121330366	basal	NA
108	ENSG00000006756	414	protein-coding	ARSD	arylsulfatase D	0.0226073326901556	0.0487533257673403	basal	NA
109	ENSG00000006757	8228	protein-coding	PNPLA4	patatin like phospholipase domain containing 4	-0.0432538247034917	0.01783981778086	basal	NA
110	ENSG00000006831	79602	protein-coding	ADIPOR2	adiponectin receptor 2	0.113312544830436	0.0133532975185284	basal	NA
111	ENSG00000006837	51265	protein-coding	CDKL3	cyclin dependent kinase like 3	0.00720385832015731	0.00663950646172743	basal	NA
112	ENSG00000007047	57787	protein-coding	MARK4	microtubule affinity regulating kinase 4	-0.00475363207888674	0.0288692418472519	basal	NA
113	ENSG00000007080	115098	protein-coding	CCDC124	coiled-coil domain containing 124	0.0118310609682463	0.00442690630504399	basal	NA
114	ENSG00000007168	5048	protein-coding	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1	0.342546222390196	0.202594824124991	basal	NA
115	ENSG00000007202	9703	protein-coding	BLTP2	bridge-like lipid transfer protein family member 2	0.112465097688418	0.151647682347396	basal	NA
116	ENSG00000007255	79090	protein-coding	TRAPPC6A	trafficking protein particle complex subunit 6A	0.0213582190295268	0.0159651519846554	basal	NA
117	ENSG00000007341	54879	protein-coding	ST7L	suppression of tumorigenicity 7 like	0.0456759098962901	0.00568597628562662	basal	NA
118	ENSG00000007376	113000	protein-coding	RPUSD1	RNA pseudouridine synthase domain containing 1	0.270498854281493	0.0180410595773809	basal	NA
119	ENSG00000007384	64285	protein-coding	RHBDF1	rhomboid 5 homolog 1	-0.0232592135951001	0.00419776954752105	basal	NA
120	ENSG00000007392	55692	protein-coding	LUC7L	LUC7 like	0.0404952370626521	0.00158096893763226	basal	NA
121	ENSG00000007520	115939	protein-coding	TSR3	TSR3 ribosome maturation factor	-0.0631296642396718	0.0185876677949226	basal	NA
122	ENSG00000007541	9091	protein-coding	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q	0.316537262484249	0.14719075116152	basal	NA
123	ENSG00000007545	57585	protein-coding	CRAMP1	cramped chromatin regulator homolog 1	-0.014215889740215	0.0256647690398208	basal	NA
124	ENSG00000007866	7005	protein-coding	TEAD3	TEA domain transcription factor 3	-0.0994650698463929	0.0345373222543022	basal	NA
125	ENSG00000007923	55735	protein-coding	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11	0.0327859765941085	0.00279517479511833	basal	NA
126	ENSG00000008018	5689	protein-coding	PSMB1	proteasome 20S subunit beta 1	0.0179053517749829	0.0396483747879531	basal	NA
127	ENSG00000008083	3720	protein-coding	JARID2	jumonji and AT-rich interaction domain containing 2	0.108881078061061	0.0238216898856815	basal	NA
128	ENSG00000008086	6792	protein-coding	CDKL5	cyclin dependent kinase like 5	-0.0120485242512443	0.016902772925858	basal	NA
129	ENSG00000008128	728642	protein-coding	CDK11A	cyclin dependent kinase 11A	-0.0220933414778147	0.00452544563847551	basal	NA
130	ENSG00000008130	65220	protein-coding	NADK	NAD kinase	-0.0569060777943744	0.201703599509306	basal	NA
131	ENSG00000008256	9265	protein-coding	CYTH3	cytohesin 3	0.383623198467372	0.559757515286442	basal	NA
132	ENSG00000008282	6856	protein-coding	SYPL1	synaptophysin like 1	0.0109318999970573	0.00522479551406245	basal	NA
133	ENSG00000008283	1534	protein-coding	CYB561	cytochrome b561	-0.0390012617516647	0.0271818419223844	basal	NA
134	ENSG00000008294	9043	protein-coding	SPAG9	sperm associated antigen 9	-0.0179539063010011	0.0250789711351351	basal	NA
135	ENSG00000008311	10157	protein-coding	AASS	aminoadipate-semialdehyde synthase	0.0666729292705311	0.0150015616890892	basal	NA
136	ENSG00000008324	51188	protein-coding	SS18L2	SS18 like 2	-0.0751643337963131	0.0162485410169906	basal	NA
137	ENSG00000008394	4257	protein-coding	MGST1	microsomal glutathione S-transferase 1	-0.475632541577426	0.186006488184314	basal	NA
138	ENSG00000008405	1407	protein-coding	CRY1	cryptochrome circadian regulator 1	0.0408420690917299	0.00446468546001733	basal	NA
139	ENSG00000008441	4784	protein-coding	NFIX	nuclear factor I X	0.0855429931400501	0.0228491305886054	basal	NA
140	ENSG00000008513	6482	protein-coding	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	-0.0415467078975131	0.0150467151738101	basal	NA
141	ENSG00000008710	5310	protein-coding	PKD1	polycystin 1, transient receptor potential channel interacting	-0.0627688327743158	0.0429626229426349	basal	NA
142	ENSG00000008838	9862	protein-coding	MED24	mediator complex subunit 24	-0.152188897243055	0.0347924809356744	basal	NA
143	ENSG00000008853	23221	protein-coding	RHOBTB2	Rho related BTB domain containing 2	-0.0773078246875775	0.0207993968943097	basal	NA
144	ENSG00000008869	54497	protein-coding	HEATR5B	HEAT repeat containing 5B	-0.00882814101810304	0.00191058327406731	basal	NA
145	ENSG00000008952	7095	protein-coding	SEC62	SEC62 homolog, preprotein translocation factor	-0.00239325015149522	0.0101018568796278	basal	NA
146	ENSG00000008988	6224	protein-coding	RPS20	ribosomal protein S20	-0.120474080323699	0.0261637211719147	basal	NA
147	ENSG00000009307	7812	protein-coding	CSDE1	cold shock domain containing E1	0.048172525575486	0.0155877481974408	basal	NA
148	ENSG00000009335	9690	protein-coding	UBE3C	ubiquitin protein ligase E3C	0.0836566292700636	0.0114827516556997	basal	NA
149	ENSG00000009413	5980	protein-coding	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit	-0.427755598872219	0.541374887418599	basal	NA
150	ENSG00000009780	199870	protein-coding	FAM76A	family with sequence similarity 76 member A	0.0379634154956346	0.0271365014365432	basal	NA
151	ENSG00000009830	29954	protein-coding	POMT2	protein O-mannosyltransferase 2	0.299762818666224	0.0258768669491631	basal	NA
152	ENSG00000009844	51534	protein-coding	VTA1	vesicle trafficking 1	-0.0726652880765247	0.0137812714233708	basal	NA
153	ENSG00000009954	9031	protein-coding	BAZ1B	bromodomain adjacent to zinc finger domain 1B	-0.0924961972344646	0.0206942478670559	basal	NA
154	ENSG00000010017	10048	protein-coding	RANBP9	RAN binding protein 9	-0.0900494169240461	0.0147804110522135	basal	NA
155	ENSG00000010072	83932	protein-coding	SPRTN	SprT-like N-terminal domain	-0.0133035755115437	0.0141501300628908	basal	NA
156	ENSG00000010165	51603	protein-coding	METTL13	methyltransferase 13, eEF1A lysine and N-terminal methyltransferase	0.0597020534524633	0.00812664945453511	basal	NA
157	ENSG00000010219	8798	protein-coding	DYRK4	dual specificity tyrosine phosphorylation regulated kinase 4	-0.0859084074223254	0.00929900497314584	basal	NA
158	ENSG00000010244	7756	protein-coding	ZNF207	zinc finger protein 207	-0.0136361671983062	0.00417927765261181	basal	NA
159	ENSG00000010256	7384	protein-coding	UQCRC1	ubiquinol-cytochrome c reductase core protein 1	0.0636652341143073	0.00548532912665754	basal	NA
160	ENSG00000010270	83930	protein-coding	STARD3NL	STARD3 N-terminal like	-0.00902615597528899	0.00124028318917936	basal	NA
161	ENSG00000010278	928	protein-coding	CD9	CD9 molecule	-0.408386823710954	0.291913821726201	basal	NA
162	ENSG00000010292	9918	protein-coding	NCAPD2	non-SMC condensin I complex subunit D2	0.0573851088165316	0.0172176484357509	basal	NA
163	ENSG00000010295	25900	protein-coding	IFFO1	intermediate filament family orphan 1	-0.0615065307409663	0.0167099640349037	basal	NA
164	ENSG00000010318	51533	protein-coding	PHF7	PHD finger protein 7	0.0562344117784876	0.0170922367433629	basal	NA
165	ENSG00000010322	11188	protein-coding	NISCH	nischarin	0.00479689355295302	0.00321132092750643	basal	NA
166	ENSG00000010361	80199	protein-coding	FUZ	fuzzy planar cell polarity protein	-0.0106170726876267	0.00298267520052685	basal	NA
167	ENSG00000010404	3423	protein-coding	IDS	iduronate 2-sulfatase	-0.260317063132032	0.102962486970587	basal	NA
168	ENSG00000010539	7752	protein-coding	ZNF200	zinc finger protein 200	0.0457604228770415	0.0138724526801344	basal	NA
169	ENSG00000010610	920	protein-coding	CD4	CD4 molecule	-0.35140852604743	0.128369368596375	basal	NA
170	ENSG00000010626	10233	protein-coding	LRRC23	leucine rich repeat containing 23	-0.0246460079318247	0.00649024327710771	basal	NA
171	ENSG00000010704	3077	protein-coding	HFE	homeostatic iron regulator	-0.0395617031493991	0.0381140420989728	basal	NA
172	ENSG00000010803	22955	protein-coding	SCMH1	Scm polycomb group protein homolog 1	0.0120989899618857	0.0190203102108849	basal	NA
173	ENSG00000010810	2534	protein-coding	FYN	FYN proto-oncogene, Src family tyrosine kinase	-0.105421922732721	0.00607852001302556	basal	NA
174	ENSG00000010818	3097	protein-coding	HIVEP2	HIVEP zinc finger 2	0.0894782058498164	0.0749118655393698	basal	NA
175	ENSG00000011007	6924	protein-coding	ELOA	elongin A	0.0590309112280596	0.0188742352690335	basal	NA
176	ENSG00000011009	11313	protein-coding	LYPLA2	lysophospholipase 2	0.165422395381402	0.0666662261180002	basal	NA
177	ENSG00000011021	1185	protein-coding	CLCN6	chloride voltage-gated channel 6	0.15905302006963	0.0589171276355301	basal	NA
178	ENSG00000011028	9902	protein-coding	MRC2	mannose receptor C type 2	-0.0701166144042009	0.0668928701096296	basal	NA
179	ENSG00000011052	654364	protein-coding	NME1-NME2	NME1-NME2 readthrough	-0.47913129925353	0.119233427528634	basal	NA
180	ENSG00000011105	10867	protein-coding	TSPAN9	tetraspanin 9	-0.00990939726777185	0.0315723227606595	basal	NA
181	ENSG00000011114	55727	protein-coding	BTBD7	BTB domain containing 7	-0.119735513172678	0.0152277621828009	basal	NA
182	ENSG00000011132	9546	protein-coding	APBA3	amyloid beta precursor protein binding family A member 3	0.029855085999679	0.00879516654638443	basal	NA
183	ENSG00000011143	54903	protein-coding	MKS1	MKS transition zone complex subunit 1	0.0287732658571264	0.00441508751918877	basal	NA
184	ENSG00000011198	51099	protein-coding	ABHD5	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase	0.114964029822746	0.038591543824139	basal	NA
185	ENSG00000011243	26993	protein-coding	AKAP8L	A-kinase anchoring protein 8 like	0.340732143995918	0.0567918079043255	basal	NA
186	ENSG00000011260	51096	protein-coding	UTP18	UTP18 small subunit processome component	0.0257902041262419	0.00215405915143895	basal	NA
187	ENSG00000011275	54476	protein-coding	RNF216	ring finger protein 216	0.0329204584096101	0.00475775629433298	basal	NA
188	ENSG00000011295	54902	protein-coding	TTC19	tetratricopeptide repeat domain 19	0.0575408516443691	0.0127657254057693	basal	NA
189	ENSG00000011304	5725	protein-coding	PTBP1	polypyrimidine tract binding protein 1	0.0308089572212474	0.0153347281144851	basal	NA
190	ENSG00000011332	8193	protein-coding	DPF1	double PHD fingers 1	-0.0383112022763742	0.00588724889215829	basal	NA
191	ENSG00000011376	23395	protein-coding	LARS2	leucyl-tRNA synthetase 2, mitochondrial	0.0240534584023034	0.00232910696086677	basal	NA
192	ENSG00000011405	5286	protein-coding	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	-0.103290911292686	0.130907869942246	basal	NA
193	ENSG00000011422	5329	protein-coding	PLAUR	plasminogen activator, urokinase receptor	-0.180009507181204	0.0311649806978544	basal	NA
194	ENSG00000011426	54443	protein-coding	ANLN	anillin, actin binding protein	0.0898516589155729	0.0117712924791088	basal	NA
195	ENSG00000011451	58525	protein-coding	WIZ	WIZ zinc finger	-0.034251320852465	0.01006708405493	basal	NA
196	ENSG00000011454	23637	protein-coding	RABGAP1	RAB GTPase activating protein 1	0.197726197553242	0.0543036872147881	basal	NA
197	ENSG00000011465	1634	protein-coding	DCN	decorin	-0.150219522105012	0.0626253416389909	basal	NA
198	ENSG00000011478	54814	protein-coding	QPCTL	glutaminyl-peptide cyclotransferase like	-0.0120074961043926	0.0151214454586643	basal	NA
199	ENSG00000011485	5536	protein-coding	PPP5C	protein phosphatase 5 catalytic subunit	0.0287420702787516	0.00320590507164849	basal	NA
200	ENSG00000011523	23177	protein-coding	CEP68	centrosomal protein 68	-0.0454330976212331	0.00481388798752875	basal	NA
201	ENSG00000011566	8491	protein-coding	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3	0.0454587842861902	0.0113502973538054	basal	NA
202	ENSG00000011638	57146	protein-coding	LDAF1	lipid droplet assembly factor 1	-0.0684412222071825	0.0371410474559938	basal	NA
203	ENSG00000012048	672	protein-coding	BRCA1	BRCA1 DNA repair associated	0.0221236899642428	0.00480654664648104	basal	NA
204	ENSG00000012061	2067	protein-coding	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit	-0.0116896506945948	0.0179314620116799	basal	NA
205	ENSG00000012171	7869	protein-coding	SEMA3B	semaphorin 3B	-0.482578003365778	0.0799484116215436	basal	NA
206	ENSG00000012174	51360	protein-coding	MBTPS2	membrane bound transcription factor peptidase, site 2	0.0390610685254558	0.00996383221292339	basal	NA
207	ENSG00000012211	4007	protein-coding	PRICKLE3	prickle planar cell polarity protein 3	-0.0286561561076786	0.0022160701223174	basal	NA
208	ENSG00000012232	2137	protein-coding	EXTL3	exostosin like glycosyltransferase 3	0.275953817432194	0.0633085487014187	basal	NA
209	ENSG00000012660	60481	protein-coding	ELOVL5	ELOVL fatty acid elongase 5	-0.073058048887532	0.019606429485715	basal	NA
210	ENSG00000012817	8284	protein-coding	KDM5D	lysine demethylase 5D	-0.0470901547016408	0.0129917860314626	basal	NA
211	ENSG00000012822	57658	protein-coding	CALCOCO1	calcium binding and coiled-coil domain 1	0.0232857704502525	0.0196714909942054	basal	NA
212	ENSG00000012963	55148	protein-coding	UBR7	ubiquitin protein ligase E3 component n-recognin 7	0.0362329567379716	0.016487698774898	basal	NA
213	ENSG00000012983	11183	protein-coding	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	-0.010421772682032	0.0542720868908481	basal	NA
